44,PIC002.P,6.4,2016-06-03 10:35
45,PIC002.PV,-53.12,2016-06-03 10:44
46,PIC002.SP,-51.2,2016-06-03 10:44
47,PIC002.CO,-55.68,2016-06-03 10:44
48,PIC002.D,0,2016-06-03 10:35
49,PIC002.F,0.032,2016-06-03 10:35
50,PIC002.I,0.128,2016-06-03 10:35
51,PIC002.Mode,0.64,2016-06-03 10:35
52,PIC002.P,6.4,2016-06-03 10:35
53,PIC002.PV,-52.48,2016-06-03 10:44
54,PIC002.SP,-50.56,2016-06-03 10:44
55,PIC002.CO,-55.04,2016-06-03 10:44
56,PIC002.D,0,2016-06-03 10:35
57,PIC002.F,0.032,2016-06-03 10:35
58,PIC002.I,0.128,2016-06-03 10:35
59,PIC002.Mode,0.64,2016-06-03 10:35
60,PIC002.P,6.4,2016-06-03 10:35
61,PIC002.PV,-51.84,2016-06-03 10:44
62,PIC002.SP,-49.92,2016-06-03 10:44
63,PIC002.CO,-54.4,2016-06-03 10:44
64,PIC002.D,0,2016-06-03 10:35
65,PIC002.F,0.032,2016-06-03 10:35
66,PIC002.I,0.128,2016-06-03 10:35
67,PIC002.Mode,0.64,2016-06-03 10:35
68,PIC002.P,6.4,2016-06-03 10:35
69,PIC002.PV,-51.2,2016-06-03 10:44
70,PIC002.SP,-49.28,2016-06-03 10:44
71,PIC002.CO,-53.76,2016-06-03 10:44
72,PIC002.D,0,2016-06-03 10:35
73,PIC002.F,0.032,2016-06-03 10:35
74,PIC002.I,0.128,2016-06-03 10:35
75,PIC002.Mode,0.64,2016-06-03 10:35
76,PIC002.P,6.4,2016-06-03 10:35
77,PIC002.PV,-50.56,2016-06-03 10:44
78,PIC002.SP,-48.64,2016-06-03 10:44
79,PIC002.CO,-53.12,2016-06-03 10:44
80,PIC002.D,0,2016-06-03 10:35
81,PIC002.F,0.032,2016-06-03 10:35
82,PIC002.I,0.128,2016-06-03 10:35
83,PIC002.Mode,0.64,2016-06-03 10:35
84,PIC002.P,6.4,2016-06-03 10:35
85,PIC002.PV,-49.92,2016-06-03 10:44
86,PIC002.SP,-48,2016-06-03 10:44
87,PIC002.CO,-52.48,2016-06-03 10:44
88,PIC002.D,0,2016-06-03 10:35
89,PIC002.F,0.032,2016-06-03 10:35
90,PIC002.I,0.128,2016-06-03 10:35
91,PIC002.Mode,0.64,2016-06-03 10:35
92,PIC002.P,6.4,2016-06-03 10:35
93,PIC002.PV,-49.28,2016-06-03 10:44
94,PIC002.SP,-47.36,2016-06-03 10:44
95,PIC002.CO,-51.84,2016-06-03 10:44
96,PIC002.D,0,2016-06-03 10:35
97,PIC002.F,0.032,2016-06-03 10:35
98,PIC002.I,0.128,2016-06-03 10:35
99,PIC002.Mode,0.64,2016-06-03 10:35
100,PIC002.P,6.4,2016-06-03 10:35
101,PIC002.PV,-48.64,2016-06-03 10:44
102,PIC002.SP,-46.72,2016-06-03 10:44
103,PIC002.CO,-51.2,2016-06-03 10:44
104,PIC002.D,0,2016-06-03 10:35
105,PIC002.F,0.032,2016-06-03 10:35
106,PIC002.I,0.128,2016-06-03 10:35
107,PIC002.Mode,0.64,2016-06-03 10:35
108,PIC002.P,6.4,2016-06-03 10:35
109,PIC002.PV,-48,2016-06-03 10:44
110,PIC002.SP,-46.08,2016-06-03 10:44
111,PIC002.CO,-50.56,2016-06-03 10:44
112,PIC002.D,0,2016-06-03 10:35
113,PIC002.F,0.032,2016-06-03 10:35
114,PIC002.I,0.128,2016-06-03 10:35
115,PIC002.Mode,0.64,2016-06-03 10:35
116,PIC002.P,6.4,2016-06-03 10:35
117,PIC002.PV,-47.36,2016-06-03 10:44
118,PIC002.SP,-45.44,2016-06-03 10:44
119,PIC002.CO,-49.92,2016-06-03 10:44
120,PIC002.D,0,2016-06-03 10:35
121,PIC002.F,0.032,2016-06-03 10:35
122,PIC002.I,0.128,2016-06-03 10:35
123,PIC002.Mode,0.64,2016-06-03 10:35
124,PIC002.P,6.4,2016-06-03 10:35
125,PIC002.PV,-46.72,2016-06-03 10:44
126,PIC002.SP,-44.8,2016-06-03 10:44
127,PIC002.CO,-49.28,2016-06-03 10:44
128,PIC002.D,0,2016-06-03 10:35
129,PIC002.F,0.032,2016-06-03 10:35
130,PIC002.I,0.128,2016-06-03 10:35
131,PIC002.Mode,0.64,2016-06-03 10:35
132,PIC002.P,6.4,2016-06-03 10:35
133,PIC002.PV,-46.08,2016-06-03 10:44
134,PIC002.SP,-44.16,2016-06-03 10:44
135,PIC002.CO,-48.64,2016-06-03 10:44
136,PIC002.D,0,2016-06-03 10:35
137,PIC002.F,0.032,2016-06-03 10:35
138,PIC002.I,0.128,2016-06-03 10:35
139,PIC002.Mode,0.64,2016-06-03 10:35
140,PIC002.P,6.4,2016-06-03 10:35
141,PIC002.PV,-45.44,2016-06-03 10:44
142,PIC002.SP,-43.52,2016-06-03 10:44
143,PIC002.CO,-48,2016-06-03 10:44
144,PIC002.D,0,2016-06-03 10:35
145,PIC002.F,0.032,2016-06-03 10:35
146,PIC002.I,0.128,2016-06-03 10:35
147,PIC002.Mode,0.64,2016-06-03 10:35
148,PIC002.P,6.4,2016-06-03 10:35
149,PIC002.PV,-44.8,2016-06-03 10:44
150,PIC002.SP,-42.88,2016-06-03 10:44
151,PIC002.CO,-47.36,2016-06-03 10:44
152,PIC002.D,0,2016-06-03 10:35
153,PIC002.F,0.032,2016-06-03 10:35
154,PIC002.I,0.128,2016-06-03 10:35
155,PIC002.Mode,0.64,2016-06-03 10:35
156,PIC002.P,6.4,2016-06-03 10:35
157,PIC002.PV,-44.16,2016-06-03 10:44
158,PIC002.SP,-42.24,2016-06-03 10:44
159,PIC002.CO,-46.72,2016-06-03 10:45
160,PIC002.D,0,2016-06-03 10:35
161,PIC002.F,0.032,2016-06-03 10:35
162,PIC002.I,0.128,2016-06-03 10:35
163,PIC002.Mode,0.64,2016-06-03 10:35
164,PIC002.P,6.4,2016-06-03 10:35
165,PIC002.PV,-43.52,2016-06-03 10:45
166,PIC002.SP,-41.6,2016-06-03 10:45
167,PIC002.CO,-46.08,2016-06-03 10:45
168,PIC002.D,0,2016-06-03 10:35
169,PIC002.F,0.032,2016-06-03 10:35
170,PIC002.I,0.128,2016-06-03 10:35
171,PIC002.Mode,0.64,2016-06-03 10:35
172,PIC002.P,6.4,2016-06-03 10:35
173,PIC002.PV,-42.88,2016-06-03 10:45
174,PIC002.SP,-40.96,2016-06-03 10:45
175,PIC002.CO,-45.44,2016-06-03 10:45
176,PIC002.D,0,2016-06-03 10:35
177,PIC002.F,0.032,2016-06-03 10:35
178,PIC002.I,0.128,2016-06-03 10:35
179,PIC002.Mode,0.64,2016-06-03 10:35
180,PIC002.P,6.4,2016-06-03 10:35
181,PIC002.PV,-42.24,2016-06-03 10:45
182,PIC002.SP,-40.32,2016-06-03 10:45
183,PIC002.CO,-44.8,2016-06-03 10:45
184,PIC002.D,0,2016-06-03 10:35
185,PIC002.F,0.032,2016-06-03 10:35
186,PIC002.I,0.128,2016-06-03 10:35
187,PIC002.Mode,0.64,2016-06-03 10:35
188,PIC002.P,6.4,2016-06-03 10:35
189,PIC002.PV,-41.6,2016-06-03 10:45
190,PIC002.SP,-39.68,2016-06-03 10:45
191,PIC002.CO,-44.16,2016-06-03 10:45
192,PIC002.D,0,2016-06-03 10:35
193,PIC002.F,0.032,2016-06-03 10:35
194,PIC002.I,0.128,2016-06-03 10:35
195,PIC002.Mode,0.64,2016-06-03 10:35
196,PIC002.P,6.4,2016-06-03 10:35
197,PIC002.PV,-40.96,2016-06-03 10:45
198,PIC002.SP,-39.04,2016-06-03 10:45
199,PIC002.CO,-43.52,2016-06-03 10:45
200,PIC002.D,0,2016-06-03 10:35
201,PIC002.F,0.032,2016-06-03 10:35
202,PIC002.I,0.128,2016-06-03 10:35
203,PIC002.Mode,0.64,2016-06-03 10:35
204,PIC002.P,6.4,2016-06-03 10:35
205,PIC002.PV,-40.32,2016-06-03 10:45
206,PIC002.SP,-38.4,2016-06-03 10:45
207,PIC002.CO,-42.88,2016-06-03 10:45
208,PIC002.D,0,2016-06-03 10:35
209,PIC002.F,0.032,2016-06-03 10:35
210,PIC002.I,0.128,2016-06-03 10:35
211,PIC002.Mode,0.64,2016-06-03 10:35
212,PIC002.P,6.4,2016-06-03 10:35
213,PIC002.PV,-39.68,2016-06-03 10:45
214,PIC002.SP,-37.76,2016-06-03 10:45
215,PIC002.CO,-42.24,2016-06-03 10:45
216,PIC002.D,0,2016-06-03 10:35
217,PIC002.F,0.032,2016-06-03 10:35
218,PIC002.I,0.128,2016-06-03 10:35
219,PIC002.Mode,0.64,2016-06-03 10:35
220,PIC002.P,6.4,2016-06-03 10:35
221,PIC002.PV,-39.04,2016-06-03 10:45
222,PIC002.SP,-37.12,2016-06-03 10:45
223,PIC002.CO,-41.6,2016-06-03 10:45
224,PIC002.D,0,2016-06-03 10:35
225,PIC002.F,0.032,2016-06-03 10:35
226,PIC002.I,0.128,2016-06-03 10:35
227,PIC002.Mode,0.64,2016-06-03 10:35
228,PIC002.P,6.4,2016-06-03 10:35
229,PIC002.PV,-38.4,2016-06-03 10:45
230,PIC002.SP,-36.48,2016-06-03 10:45
231,PIC002.CO,-40.96,2016-06-03 10:45
232,PIC002.D,0,2016-06-03 10:35
233,PIC002.F,0.032,2016-06-03 10:35
234,PIC002.I,0.128,2016-06-03 10:35
235,PIC002.Mode,0.64,2016-06-03 10:35
236,PIC002.P,6.4,2016-06-03 10:35
237,PIC002.PV,-37.76,2016-06-03 10:45
238,PIC002.SP,-35.84,2016-06-03 10:45
239,PIC002.CO,-40.32,2016-06-03 10:45
240,PIC002.D,0,2016-06-03 10:35
241,PIC002.F,0.032,2016-06-03 10:35
242,PIC002.I,0.128,2016-06-03 10:35
243,PIC002.Mode,0.64,2016-06-03 10:35
244,PIC002.P,6.4,2016-06-03 10:35
245,PIC002.PV,-37.12,2016-06-03 10:45
246,PIC002.SP,-35.2,2016-06-03 10:45
247,PIC002.CO,-39.68,2016-06-03 10:45
248,PIC002.D,0,2016-06-03 10:35
249,PIC002.F,0.032,2016-06-03 10:35
250,PIC002.I,0.128,2016-06-03 10:35
251,PIC002.Mode,0.64,2016-06-03 10:35
252,PIC002.P,6.4,2016-06-03 10:35
253,PIC002.PV,-36.48,2016-06-03 10:45
254,PIC002.SP,-34.56,2016-06-03 10:45
255,PIC002.CO,-39.04,2016-06-03 10:45
256,PIC002.D,0,2016-06-03 10:35
257,PIC002.F,0.032,2016-06-03 10:35
258,PIC002.I,0.128,2016-06-03 10:35
259,PIC002.Mode,0.64,2016-06-03 10:35
260,PIC002.P,6.4,2016-06-03 10:35
261,PIC002.PV,-35.84,2016-06-03 10:45
262,PIC002.SP,-33.92,2016-06-03 10:45
263,PIC002.CO,-38.4,2016-06-03 10:45
264,PIC002.D,0,2016-06-03 10:35
265,PIC002.F,0.032,2016-06-03 10:35
266,PIC002.I,0.128,2016-06-03 10:35
267,PIC002.Mode,0.64,2016-06-03 10:35
268,PIC002.P,6.4,2016-06-03 10:35
269,PIC002.PV,-35.2,2016-06-03 10:45
270,PIC002.SP,-33.28,2016-06-03 10:45
271,PIC002.CO,-37.76,2016-06-03 10:45
272,PIC002.D,0,2016-06-03 10:35
273,PIC002.F,0.032,2016-06-03 10:35
274,PIC002.I,0.128,2016-06-03 10:35
275,PIC002.Mode,0.64,2016-06-03 10:35
276,PIC002.P,6.4,2016-06-03 10:35
277,PIC002.PV,-34.56,2016-06-03 10:45
278,PIC002.SP,-32.64,2016-06-03 10:45
279,PIC002.CO,-37.12,2016-06-03 10:45
280,PIC002.D,0,2016-06-03 10:35
281,PIC002.F,0.032,2016-06-03 10:35
282,PIC002.I,0.128,2016-06-03 10:35
283,PIC002.Mode,0.64,2016-06-03 10:35
284,PIC002.P,6.4,2016-06-03 10:35
285,PIC002.PV,-33.92,2016-06-03 10:45
286,PIC002.SP,-32,2016-06-03 10:45
287,PIC002.CO,-36.48,2016-06-03 10:45
288,PIC002.D,0,2016-06-03 10:35
289,PIC002.F,0.032,2016-06-03 10:35
290,PIC002.I,0.128,2016-06-03 10:35
291,PIC002.Mode,0.64,2016-06-03 10:35
292,PIC002.P,6.4,2016-06-03 10:35
293,PIC002.PV,-33.28,2016-06-03 10:45
294,PIC002.SP,-31.36,2016-06-03 10:45
295,PIC002.CO,-35.84,2016-06-03 10:45
296,PIC002.D,0,2016-06-03 10:35
297,PIC002.F,0.032,2016-06-03 10:35
298,PIC002.I,0.128,2016-06-03 10:35
299,PIC002.Mode,0.64,2016-06-03 10:35
300,PIC002.P,6.4,2016-06-03 10:35
301,PIC002.PV,-32.64,2016-06-03 10:45
302,PIC002.SP,-30.72,2016-06-03 10:45
303,PIC002.CO,-35.2,2016-06-03 10:45
304,PIC002.D,0,2016-06-03 10:35
305,PIC002.F,0.032,2016-06-03 10:35
306,PIC002.I,0.128,2016-06-03 10:35
307,PIC002.Mode,0.64,2016-06-03 10:35
308,PIC002.P,6.4,2016-06-03 10:35
309,PIC002.PV,-32,2016-06-03 10:45
310,PIC002.SP,-30.08,2016-06-03 10:45
311,PIC002.CO,-34.56,2016-06-03 10:45
312,PIC002.D,0,2016-06-03 10:35
313,PIC002.F,0.032,2016-06-03 10:35
314,PIC002.I,0.128,2016-06-03 10:35
315,PIC002.Mode,0.64,2016-06-03 10:35
316,PIC002.P,6.4,2016-06-03 10:35
317,PIC002.PV,-31.36,2016-06-03 10:45
318,PIC002.SP,-29.44,2016-06-03 10:45
319,PIC002.CO,-33.92,2016-06-03 10:45
320,PIC002.D,0,2016-06-03 10:35
321,PIC002.F,0.032,2016-06-03 10:35
322,PIC002.I,0.128,2016-06-03 10:35
323,PIC002.Mode,0.64,2016-06-03 10:35
324,PIC002.P,6.4,2016-06-03 10:35
325,PIC002.PV,-30.72,2016-06-03 10:45
326,PIC002.SP,-28.8,2016-06-03 10:45
327,PIC002.CO,-33.28,2016-06-03 10:45
328,PIC002.D,0,2016-06-03 10:35
329,PIC002.F,0.032,2016-06-03 10:35
330,PIC002.I,0.128,2016-06-03 10:35
331,PIC002.Mode,0.64,2016-06-03 10:35
332,PIC002.P,6.4,2016-06-03 10:35
333,PIC002.PV,-30.08,2016-06-03 10:45
334,PIC002.SP,-28.16,2016-06-03 10:45
335,PIC002.CO,-32.64,2016-06-03 10:45
336,PIC002.D,0,2016-06-03 10:35
337,PIC002.F,0.032,2016-06-03 10:35
338,PIC002.I,0.128,2016-06-03 10:35
339,PIC002.Mode,0.64,2016-06-03 10:35
340,PIC002.P,6.4,2016-06-03 10:35
341,PIC002.PV,-29.44,2016-06-03 10:45
342,PIC002.SP,-27.52,2016-06-03 10:45
343,PIC002.CO,-32,2016-06-03 10:45
344,PIC002.D,0,2016-06-03 10:35
345,PIC002.F,0.032,2016-06-03 10:35
346,PIC002.I,0.128,2016-06-03 10:35
347,PIC002.Mode,0.64,2016-06-03 10:35
348,PIC002.P,6.4,2016-06-03 10:35
349,PIC002.PV,-28.8,2016-06-03 10:45
350,PIC002.SP,-26.88,2016-06-03 10:45
351,PIC002.CO,-31.36,2016-06-03 10:45
352,PIC002.D,0,2016-06-03 10:35
353,PIC002.F,0.032,2016-06-03 10:35
354,PIC002.I,0.128,2016-06-03 10:35
355,PIC002.Mode,0.64,2016-06-03 10:35
356,PIC002.P,6.4,2016-06-03 10:35
357,PIC002.PV,-27.52,2016-06-03 10:45
358,PIC002.SP,-25.6,2016-06-03 10:45
359,PIC002.CO,-30.72,2016-06-03 10:45
360,PIC002.D,0,2016-06-03 10:35
361,PIC002.F,0.032,2016-06-03 10:35
362,PIC002.I,0.128,2016-06-03 10:35
363,PIC002.Mode,0.64,2016-06-03 10:35
364,PIC002.P,6.4,2016-06-03 10:35
365,PIC002.PV,-26.88,2016-06-03 10:45
366,PIC002.SP,-24.96,2016-06-03 10:45
367,PIC002.CO,-29.44,2016-06-03 10:45
368,PIC002.D,0,2016-06-03 10:35
369,PIC002.F,0.032,2016-06-03 10:35
370,PIC002.I,0.128,2016-06-03 10:35
371,PIC002.Mode,0.64,2016-06-03 10:35
372,PIC002.P,6.4,2016-06-03 10:35
373,PIC002.PV,-26.24,2016-06-03 10:45
374,PIC002.SP,-24.32,2016-06-03 10:45
375,PIC002.CO,-28.8,2016-06-03 10:45
376,PIC002.D,0,2016-06-03 10:35
377,PIC002.F,0.032,2016-06-03 10:35
378,PIC002.I,0.128,2016-06-03 10:35
379,PIC002.Mode,0.64,2016-06-03 10:35
380,PIC002.P,6.4,2016-06-03 10:35
381,PIC002.PV,-25.6,2016-06-03 10:45
382,PIC002.SP,-23.68,2016-06-03 10:45
383,PIC002.CO,-28.16,2016-06-03 10:45
384,PIC002.D,0,2016-06-03 10:35
385,PIC002.F,0.032,2016-06-03 10:35
386,PIC002.I,0.128,2016-06-03 10:35
387,PIC002.Mode,0.64,2016-06-03 10:35
388,PIC002.P,6.4,2016-06-03 10:35
389,PIC002.PV,-24.96,2016-06-03 10:45
390,PIC002.SP,-23.04,2016-06-03 10:45
391,PIC002.CO,-27.52,2016-06-03 10:45
392,PIC002.D,0,2016-06-03 10:35
393,PIC002.F,0.032,2016-06-03 10:35
394,PIC002.I,0.128,2016-06-03 10:35
395,PIC002.Mode,0.64,2016-06-03 10:35
396,PIC002.P,6.4,2016-06-03 10:35
397,PIC002.PV,-24.32,2016-06-03 10:45
398,PIC002.SP,-22.4,2016-06-03 10:45
399,PIC002.CO,-26.88,2016-06-03 10:45
400,PIC002.D,0,2016-06-03 10:35
401,PIC002.F,0.032,2016-06-03 10:35
402,PIC002.I,0.128,2016-06-03 10:35
403,PIC002.Mode,0.64,2016-06-03 10:35
404,PIC002.P,6.4,2016-06-03 10:35
405,PIC002.PV,-23.68,2016-06-03 10:45
406,PIC002.SP,-21.76,2016-06-03 10:45
407,PIC002.CO,-26.24,2016-06-03 10:45
408,PIC002.D,0,2016-06-03 10:35
409,PIC002.F,0.032,2016-06-03 10:35
410,PIC002.I,0.128,2016-06-03 10:35
411,PIC002.Mode,0.64,2016-06-03 10:35
412,PIC002.P,6.4,2016-06-03 10:35
413,PIC002.PV,-23.04,2016-06-03 10:45
414,PIC002.SP,-21.12,2016-06-03 10:45
415,PIC002.CO,-25.6,2016-06-03 10:45
416,PIC002.D,0,2016-06-03 10:35
417,PIC002.F,0.032,2016-06-03 10:35
418,PIC002.I,0.128,2016-06-03 10:35
419,PIC002.Mode,0.64,2016-06-03 10:35
420,PIC002.P,6.4,2016-06-03 10:35
421,PIC002.PV,-22.4,2016-06-03 10:45
422,PIC002.SP,-20.48,2016-06-03 10:45
423,PIC002.CO,-24.96,2016-06-03 10:45
424,PIC002.D,0,2016-06-03 10:35
425,PIC002.F,0.032,2016-06-03 10:35
426,PIC002.I,0.128,2016-06-03 10:35
427,PIC002.Mode,0.64,2016-06-03 10:35
428,PIC002.P,6.4,2016-06-03 10:35
429,PIC002.PV,-21.76,2016-06-03 10:45
430,PIC002.SP,-19.84,2016-06-03 10:45
431,PIC002.CO,-24.32,2016-06-03 10:45
432,PIC002.D,0,2016-06-03 10:35
433,PIC002.F,0.032,2016-06-03 10:35
434,PIC002.I,0.128,2016-06-03 10:35
435,PIC002.Mode,0.64,2016-06-03 10:35
436,PIC002.P,6.4,2016-06-03 10:35
437,PIC002.PV,-21.12,2016-06-03 10:45
438,PIC002.SP,-19.2,2016-06-03 10:45
439,PIC002.CO,-23.68,2016-06-03 10:45
440,PIC002.D,0,2016-06-03 10:35
441,PIC002.F,0.032,2016-06-03 10:35
442,PIC002.I,0.128,2016-06-03 10:35
443,PIC002.Mode,0.64,2016-06-03 10:35
444,PIC002.P,6.4,2016-06-03 10:35
445,PIC002.PV,-20.48,2016-06-03 10:45
446,PIC002.SP,-18.56,2016-06-03 10:45
447,PIC002.CO,-23.04,2016-06-03 10:45
448,PIC002.D,0,2016-06-03 10:35
449,PIC002.F,0.032,2016-06-03 10:35
450,PIC002.I,0.128,2016-06-03 10:35
451,PIC002.Mode,0.64,2016-06-03 10:35
452,PIC002.P,6.4,2016-06-03 10:35
453,PIC002.PV,-19.84,2016-06-03 10:45
454,PIC002.SP,-17.92,2016-06-03 10:45
455,PIC002.CO,-22.4,2016-06-03 10:45
456,PIC002.D,0,2016-06-03 10:35
457,PIC002.F,0.032,2016-06-03 10:35
458,PIC002.I,0.128,2016-06-03 10:35
459,PIC002.Mode,0.64,2016-06-03 10:35
460,PIC002.P,6.4,2016-06-03 10:35
461,PIC002.PV,-19.2,2016-06-03 10:45
462,PIC002.SP,-17.28,2016-06-03 10:45
463,PIC002.CO,-21.76,2016-06-03 10:45
464,PIC002.D,0,2016-06-03 10:35
465,PIC002.F,0.032,2016-06-03 10:35
466,PIC002.I,0.128,2016-06-03 10:35
467,PIC002.Mode,0.64,2016-06-03 10:35
468,PIC002.P,6.4,2016-06-03 10:35
469,PIC002.PV,-18.56,2016-06-03 10:45
470,PIC002.SP,-16.64,2016-06-03 10:45
471,PIC002.CO,-21.12,2016-06-03 10:45
472,PIC002.D,0,2016-06-03 10:35
473,PIC002.F,0.032,2016-06-03 10:35
474,PIC002.I,0.128,2016-06-03 10:35
475,PIC002.Mode,0.64,2016-06-03 10:35
476,PIC002.P,6.4,2016-06-03 10:35
477,PIC002.PV,-17.92,2016-06-03 10:45
478,PIC002.SP,-16,2016-06-03 10:45
479,PIC002.CO,-20.48,2016-06-03 10:45
480,PIC002.D,0,2016-06-03 10:35
481,PIC002.F,0.032,2016-06-03 10:35
482,PIC002.I,0.128,2016-06-03 10:35
483,PIC002.Mode,0.64,2016-06-03 10:35
484,PIC002.P,6.4,2016-06-03 10:35
485,PIC002.PV,-17.28,2016-06-03 10:45
486,PIC002.SP,-15.36,2016-06-03 10:45
487,PIC002.CO,-19.84,2016-06-03 10:45
488,PIC002.D,0,2016-06-03 10:35
489,PIC002.F,0.032,2016-06-03 10:35
490,PIC002.I,0.128,2016-06-03 10:35
491,PIC002.Mode,0.64,2016-06-03 10:35
492,PIC002.P,6.4,2016-06-03 10:35
493,PIC002.PV,-16.64,2016-06-03 10:45
494,PIC002.SP,-14.72,2016-06-03 10:45
495,PIC002.CO,-19.2,2016-06-03 10:45
496,PIC002.D,0,2016-06-03 10:35
497,PIC002.F,0.032,2016-06-03 10:35
498,PIC002.I,0.128,2016-06-03 10:35
499,PIC002.Mode,0.64,2016-06-03 10:35
500,PIC002.P,6.4,2016-06-03 10:35
501,PIC002.PV,-16,2016-06-03 10:45
502,PIC002.SP,-14.08,2016-06-03 10:45
503,PIC002.CO,-18.56,2016-06-03 10:45
504,PIC002.D,0,2016-06-03 10:35
505,PIC002.F,0.032,2016-06-03 10:35
506,PIC002.I,0.128,2016-06-03 10:35
507,PIC002.Mode,0.64,2016-06-03 10:35
508,PIC002.P,6.4,2016-06-03 10:35
509,PIC002.PV,-15.36,2016-06-03 10:45
510,PIC002.SP,-13.44,2016-06-03 10:45
511,PIC002.CO,-17.92,2016-06-03 10:45
512,PIC002.D,0,2016-06-03 10:35
513,PIC002.F,0.032,2016-06-03 10:35
514,PIC002.I,0.128,2016-06-03 10:35
515,PIC002.Mode,0.64,2016-06-03 10:35
516,PIC002.P,6.4,2016-06-03 10:35
517,PIC002.PV,-14.72,2016-06-03 10:45
518,PIC002.SP,-12.8,2016-06-03 10:45
519,PIC002.CO,-17.28,2016-06-03 10:45
520,PIC002.D,0,2016-06-03 10:35
521,PIC002.F,0.032,2016-06-03 10:35
522,PIC002.I,0.128,2016-06-03 10:35
523,PIC002.Mode,0.64,2016-06-03 10:35
524,PIC002.P,6.4,2016-06-03 10:35
525,PIC002.PV,-14.08,2016-06-03 10:45
526,PIC002.SP,-12.16,2016-06-03 10:45
527,PIC002.CO,-16.64,2016-06-03 10:45
528,PIC002.D,0,2016-06-03 10:35
529,PIC002.F,0.032,2016-06-03 10:35
530,PIC002.I,0.128,2016-06-03 10:35
531,PIC002.Mode,0.64,2016-06-03 10:35
532,PIC002.P,6.4,2016-06-03 10:35
533,PIC002.PV,-13.44,2016-06-03 10:45
534,PIC002.SP,-11.52,2016-06-03 10:45
535,PIC002.CO,-16,2016-06-03 10:45
536,PIC002.D,0,2016-06-03 10:35
537,PIC002.F,0.032,2016-06-03 10:35
538,PIC002.I,0.128,2016-06-03 10:35
539,PIC002.Mode,0.64,2016-06-03 10:35
540,PIC002.P,6.4,2016-06-03 10:35
541,PIC002.PV,-12.8,2016-06-03 10:45
542,PIC002.SP,-10.88,2016-06-03 10:45
543,PIC002.CO,-15.36,2016-06-03 10:45
544,PIC002.D,0,2016-06-03 10:35
545,PIC002.F,0.032,2016-06-03 10:35
546,PIC002.I,0.128,2016-06-03 10:35
547,PIC002.Mode,0.64,2016-06-03 10:35
548,PIC002.P,6.4,2016-06-03 10:35
549,PIC002.PV,-12.16,2016-06-03 10:45
550,PIC002.SP,-10.24,2016-06-03 10:45
551,PIC002.CO,-14.72,2016-06-03 10:45
552,PIC002.D,0,2016-06-03 10:35
553,PIC002.F,0.032,2016-06-03 10:35
554,PIC002.I,0.128,2016-06-03 10:35
555,PIC002.Mode,0.64,2016-06-03 10:35
556,PIC002.P,6.4,2016-06-03 10:35
557,PIC002.PV,-11.52,2016-06-03 10:45
558,PIC002.SP,-9.6,2016-06-03 10:45
559,PIC002.CO,-14.08,2016-06-03 10:45
560,PIC002.D,0,2016-06-03 10:35
561,PIC002.F,0.032,2016-06-03 10:35
562,PIC002.I,0.128,2016-06-03 10:35
563,PIC002.Mode,0.64,2016-06-03 10:35
564,PIC002.P,6.4,2016-06-03 10:35
565,PIC002.PV,-10.88,2016-06-03 10:45
566,PIC002.SP,-8.96,2016-06-03 10:45
